name;200;left;,path;200;left;ro,created;80;right;,tag;100;left;ro,comment;260;left;,a;100;left;,b;20;left;
Gfxres.cs-CZ,C:\Windows\System32\Gfxres.cs-CZ.resources,2016-03-05,[NEW],,,
Gfxres.da-DK,C:\Windows\System32\Gfxres.da-DK.resources,2016-03-05,[NEW],,,
Gfxres.de-DE,C:\Windows\System32\Gfxres.de-DE.resources,2016-03-05,[NEW],,,
Gfxres.el-GR,C:\Windows\System32\Gfxres.el-GR.resources,2016-03-05,[NEW],,,
Gfxres.en-US,C:\Windows\System32\Gfxres.en-US.resources,2016-03-05,[NEW],,,
Gfxres.es-ES,C:\Windows\System32\Gfxres.es-ES.resources,2016-03-05,[NEW],,,
Gfxres.fi-FI,C:\Windows\System32\Gfxres.fi-FI.resources,2016-03-05,[NEW],,,
Gfxres.fr-FR,C:\Windows\System32\Gfxres.fr-FR.resources,2016-03-05,[NEW],,,
Gfxres.he-IL,C:\Windows\System32\Gfxres.he-IL.resources,2016-03-05,[NEW],,,
Gfxres.hr-HR,C:\Windows\System32\Gfxres.hr-HR.resources,2016-03-05,[NEW],,,
Gfxres.hu-HU,C:\Windows\System32\Gfxres.hu-HU.resources,2016-03-05,[NEW],,,
Gfxres.it-IT,C:\Windows\System32\Gfxres.it-IT.resources,2016-03-05,[NEW],,,
Gfxres.ja-JP,C:\Windows\System32\Gfxres.ja-JP.resources,2016-03-05,[NEW],,,
Gfxres.ko-KR,C:\Windows\System32\Gfxres.ko-KR.resources,2016-03-05,[NEW],,,
Gfxres.nb-NO,C:\Windows\System32\Gfxres.nb-NO.resources,2016-03-05,[NEW],,,
Gfxres.nl-NL,C:\Windows\System32\Gfxres.nl-NL.resources,2016-03-05,[NEW],,,
Gfxres.pl-PL,C:\Windows\System32\Gfxres.pl-PL.resources,2016-03-05,[NEW],,,
Gfxres.pt-BR,C:\Windows\System32\Gfxres.pt-BR.resources,2016-03-05,[NEW],,,
Gfxres.pt-PT,C:\Windows\System32\Gfxres.pt-PT.resources,2016-03-05,[NEW],,,
Gfxres.ro-RO,C:\Windows\System32\Gfxres.ro-RO.resources,2016-03-05,[NEW],,,
Gfxres.ru-RU,C:\Windows\System32\Gfxres.ru-RU.resources,2016-03-05,[NEW],,,
Gfxres.sk-SK,C:\Windows\System32\Gfxres.sk-SK.resources,2016-03-05,[NEW],,,
Gfxres.sl-SI,C:\Windows\System32\Gfxres.sl-SI.resources,2016-03-05,[NEW],,,
Gfxres.sv-SE,C:\Windows\System32\Gfxres.sv-SE.resources,2016-03-05,[NEW],,,
Gfxres.th-TH,C:\Windows\System32\Gfxres.th-TH.resources,2016-03-05,[NEW],,,
Gfxres.tr-TR,C:\Windows\System32\Gfxres.tr-TR.resources,2016-03-05,[NEW],,,
Gfxres.zh-CN,C:\Windows\System32\Gfxres.zh-CN.resources,2016-03-05,[NEW],,,
Gfxres.zh-TW,C:\Windows\System32\Gfxres.zh-TW.resources,2016-03-05,[NEW],,,
GfxUI,C:\Windows\System32\GfxUI.exe,2016-03-05,[NEW],,,
GfxUI.exe,C:\Windows\System32\GfxUI.exe.config,2016-03-05,[NEW],,,
gpedit,C:\Windows\System32\gpedit.msc,2016-03-05,[NEW],,,
gpresult,C:\Windows\System32\gpresult.exe,2016-03-05,[NEW],,,
gpscript,C:\Windows\System32\gpscript.exe,2016-03-05,[NEW],,,
gpupdate,C:\Windows\System32\gpupdate.exe,2016-03-05,[NEW],,,
graftabl,C:\Windows\System32\graftabl.com,2016-03-05,[NEW],,,
GRAPHICS,C:\Windows\System32\GRAPHICS.COM,2016-03-05,[NEW],,,
graphics,C:\Windows\System32\graphics.pro,2016-03-05,[NEW],,,
grb,C:\Windows\System32\grb.rs,2016-03-05,[NEW],,,
GroupPolicy,C:\Windows\System32\GroupPolicy,2016-03-05,[NEW],,,
GroupPolicyUsers,C:\Windows\System32\GroupPolicyUsers,2016-03-05,[NEW],,,
grpconv,C:\Windows\System32\grpconv.exe,2016-03-05,[NEW],,,
GWX,C:\Windows\System32\GWX,2016-03-05,[NEW],,,
hdwwiz,C:\Windows\System32\hdwwiz.cpl,2016-03-05,[NEW],,,
hdwwiz,C:\Windows\System32\hdwwiz.exe,2016-03-05,[NEW],,,
he-IL,C:\Windows\System32\he-IL,2016-03-05,[NEW],,,
help,C:\Windows\System32\help.exe,2016-03-05,[NEW],,,
hhctrl,C:\Windows\System32\hhctrl.ocx,2016-03-05,[NEW],,,
hidphone,C:\Windows\System32\hidphone.tsp,2016-03-05,[NEW],,,
HIMEM,C:\Windows\System32\HIMEM.SYS,2016-03-05,[NEW],,,
hkcmd,C:\Windows\System32\hkcmd.exe,2016-03-05,[NEW],,,
HOSTNAME,C:\Windows\System32\HOSTNAME.EXE,2016-03-05,[NEW],,,
hr-HR,C:\Windows\System32\hr-HR,2016-03-05,[NEW],,,
html,C:\Windows\System32\html.iec,2016-03-05,[NEW],,,
hu-HU,C:\Windows\System32\hu-HU,2016-03-05,[NEW],,,
hwrcomp,C:\Windows\System32\hwrcomp.exe,2016-03-05,[NEW],,,
hwrreg,C:\Windows\System32\hwrreg.exe,2016-03-05,[NEW],,,
iac25_32,C:\Windows\System32\iac25_32.ax,2016-03-05,[NEW],,,
ias,C:\Windows\System32\ias,2016-03-05,[NEW],,,
ibmpmctl,C:\Windows\System32\ibmpmctl.exe,2016-03-05,[NEW],,,
ibmpmsvc,C:\Windows\System32\ibmpmsvc.exe,2016-03-05,[NEW],,,
icacls,C:\Windows\System32\icacls.exe,2016-03-05,[NEW],,,
icardagt,C:\Windows\System32\icardagt.exe,2016-03-05,[NEW],,,
icrav03,C:\Windows\System32\icrav03.rat,2016-03-05,[NEW],,,
icsunattend,C:\Windows\System32\icsunattend.exe,2016-03-05,[NEW],,,
icsxml,C:\Windows\System32\icsxml,2016-03-05,[NEW],,,
ideograf,C:\Windows\System32\ideograf.uce,2016-03-05,[NEW],,,
ie4uinit,C:\Windows\System32\ie4uinit.exe,2016-03-05,[NEW],,,
ieapfltr,C:\Windows\System32\ieapfltr.dat,2016-03-05,[NEW],,,
ieetwcollector,C:\Windows\System32\ieetwcollector.exe,2016-03-05,[NEW],,,
ieuinit,C:\Windows\System32\ieuinit.inf,2016-03-05,[NEW],,,
ieUnatt,C:\Windows\System32\ieUnatt.exe,2016-03-05,[NEW],,,
iexpress,C:\Windows\System32\iexpress.exe,2016-03-05,[NEW],,,
igcodeckrng600,C:\Windows\System32\igcodeckrng600.bin,2016-03-05,[NEW],,,
igfxcpl,C:\Windows\System32\igfxcpl.cpl,2016-03-05,[NEW],,,
igfxext,C:\Windows\System32\igfxext.exe,2016-03-05,[NEW],,,
igfxpers,C:\Windows\System32\igfxpers.exe,2016-03-05,[NEW],,,
igfxrara,C:\Windows\System32\igfxrara.lrc,2016-03-05,[NEW],,,
igfxrchs,C:\Windows\System32\igfxrchs.lrc,2016-03-05,[NEW],,,
igfxrcht,C:\Windows\System32\igfxrcht.lrc,2016-03-05,[NEW],,,
igfxrcsy,C:\Windows\System32\igfxrcsy.lrc,2016-03-05,[NEW],,,
igfxrdan,C:\Windows\System32\igfxrdan.lrc,2016-03-05,[NEW],,,
igfxrdeu,C:\Windows\System32\igfxrdeu.lrc,2016-03-05,[NEW],,,
igfxrell,C:\Windows\System32\igfxrell.lrc,2016-03-05,[NEW],,,
igfxrenu,C:\Windows\System32\igfxrenu.lrc,2016-03-05,[NEW],,,
igfxresn,C:\Windows\System32\igfxresn.lrc,2016-03-05,[NEW],,,
igfxrfin,C:\Windows\System32\igfxrfin.lrc,2016-03-05,[NEW],,,
igfxrfra,C:\Windows\System32\igfxrfra.lrc,2016-03-05,[NEW],,,
igfxrheb,C:\Windows\System32\igfxrheb.lrc,2016-03-05,[NEW],,,
igfxrhrv,C:\Windows\System32\igfxrhrv.lrc,2016-03-05,[NEW],,,
igfxrhun,C:\Windows\System32\igfxrhun.lrc,2016-03-05,[NEW],,,
igfxrita,C:\Windows\System32\igfxrita.lrc,2016-03-05,[NEW],,,
igfxrjpn,C:\Windows\System32\igfxrjpn.lrc,2016-03-05,[NEW],,,
igfxrkor,C:\Windows\System32\igfxrkor.lrc,2016-03-05,[NEW],,,
igfxrnld,C:\Windows\System32\igfxrnld.lrc,2016-03-05,[NEW],,,
igfxrnor,C:\Windows\System32\igfxrnor.lrc,2016-03-05,[NEW],,,
igfxrplk,C:\Windows\System32\igfxrplk.lrc,2016-03-05,[NEW],,,
igfxrptb,C:\Windows\System32\igfxrptb.lrc,2016-03-05,[NEW],,,
igfxrptg,C:\Windows\System32\igfxrptg.lrc,2016-03-05,[NEW],,,
igfxrrom,C:\Windows\System32\igfxrrom.lrc,2016-03-05,[NEW],,,
igfxrrus,C:\Windows\System32\igfxrrus.lrc,2016-03-05,[NEW],,,
igfxrsky,C:\Windows\System32\igfxrsky.lrc,2016-03-05,[NEW],,,
igfxrslv,C:\Windows\System32\igfxrslv.lrc,2016-03-05,[NEW],,,
igfxrsve,C:\Windows\System32\igfxrsve.lrc,2016-03-05,[NEW],,,
igfxrtha,C:\Windows\System32\igfxrtha.lrc,2016-03-05,[NEW],,,
igfxrtrk,C:\Windows\System32\igfxrtrk.lrc,2016-03-05,[NEW],,,
igfxsrvc,C:\Windows\System32\igfxsrvc.exe,2016-03-05,[NEW],,,
igfxtray,C:\Windows\System32\igfxtray.exe,2016-03-05,[NEW],,,
iglhxa32,C:\Windows\System32\iglhxa32.cpa,2016-03-05,[NEW],,,
iglhxa32,C:\Windows\System32\iglhxa32.vp,2016-03-05,[NEW],,,
iglhxc32,C:\Windows\System32\iglhxc32.vp,2016-03-05,[NEW],,,
iglhxc32_dev,C:\Windows\System32\iglhxc32_dev.vp,2016-03-05,[NEW],,,
iglhxg32,C:\Windows\System32\iglhxg32.vp,2016-03-05,[NEW],,,
iglhxg32_dev,C:\Windows\System32\iglhxg32_dev.vp,2016-03-05,[NEW],,,
iglhxo32,C:\Windows\System32\iglhxo32.vp,2016-03-05,[NEW],,,
iglhxo32_dev,C:\Windows\System32\iglhxo32_dev.vp,2016-03-05,[NEW],,,
iglhxs32,C:\Windows\System32\iglhxs32.vp,2016-03-05,[NEW],,,
igvpkrng600,C:\Windows\System32\igvpkrng600.bin,2016-03-05,[NEW],,,
IKEEXT,C:\Windows\System32\IKEEXT.DLL,2016-03-05,[NEW],,,
imaadp32,C:\Windows\System32\imaadp32.acm,2016-03-05,[NEW],,,
IME,C:\Windows\System32\IME,2016-03-05,[NEW],,,
IMJP10,C:\Windows\System32\IMJP10.IME,2016-03-05,[NEW],,,
IMJP10K,C:\Windows\System32\IMJP10K.DLL,2016-03-05,[NEW],,,
imkr80,C:\Windows\System32\imkr80.ime,2016-03-05,[NEW],,,
inetcpl,C:\Windows\System32\inetcpl.cpl,2016-03-05,[NEW],,,
inetsrv,C:\Windows\System32\inetsrv,2016-03-05,[NEW],,,
InfDefaultInstall,C:\Windows\System32\InfDefaultInstall.exe,2016-03-05,[NEW],,,
infocardcpl,C:\Windows\System32\infocardcpl.cpl,2016-03-05,[NEW],,,
InstallCertListAx,C:\Windows\System32\InstallCertListAx.ocx,2016-03-05,[NEW],,,
InstallPackage_ETW,C:\Windows\System32\InstallPackage_ETW.Log,2016-03-05,[NEW],,,
IntelCpHeciSvc,C:\Windows\System32\IntelCpHeciSvc.exe,2016-03-05,[NEW],,,
intl,C:\Windows\System32\intl.cpl,2016-03-05,[NEW],,,
ipconfig,C:\Windows\System32\ipconfig.exe,2016-03-05,[NEW],,,
IPHLPAPI,C:\Windows\System32\IPHLPAPI.DLL,2016-03-05,[NEW],,,
IPSECSVC,C:\Windows\System32\IPSECSVC.DLL,2016-03-05,[NEW],,,
ir41_32,C:\Windows\System32\ir41_32.ax,2016-03-05,[NEW],,,
irftp,C:\Windows\System32\irftp.exe,2016-03-05,[NEW],,,
irprops,C:\Windows\System32\irprops.cpl,2016-03-05,[NEW],,,
iscsicli,C:\Windows\System32\iscsicli.exe,2016-03-05,[NEW],,,
iscsicpl,C:\Windows\System32\iscsicpl.exe,2016-03-05,[NEW],,,
isoburn,C:\Windows\System32\isoburn.exe,2016-03-05,[NEW],,,
it-IT,C:\Windows\System32\it-IT,2016-03-05,[NEW],,,
itruscert,C:\Windows\System32\itruscert,2016-03-05,[NEW],,,
ivfsrc,C:\Windows\System32\ivfsrc.ax,2016-03-05,[NEW],,,
ja-JP,C:\Windows\System32\ja-JP,2016-03-05,[NEW],,,
joy,C:\Windows\System32\joy.cpl,2016-03-05,[NEW],,,
kanji_1,C:\Windows\System32\kanji_1.uce,2016-03-05,[NEW],,,
kanji_2,C:\Windows\System32\kanji_2.uce,2016-03-05,[NEW],,,
KB16,C:\Windows\System32\KB16.COM,2016-03-05,[NEW],,,
KBDA1,C:\Windows\System32\KBDA1.DLL,2016-03-05,[NEW],,,
KBDA2,C:\Windows\System32\KBDA2.DLL,2016-03-05,[NEW],,,
KBDA3,C:\Windows\System32\KBDA3.DLL,2016-03-05,[NEW],,,
KBDAL,C:\Windows\System32\KBDAL.DLL,2016-03-05,[NEW],,,
KBDARME,C:\Windows\System32\KBDARME.DLL,2016-03-05,[NEW],,,
KBDARMW,C:\Windows\System32\KBDARMW.DLL,2016-03-05,[NEW],,,
KBDAZE,C:\Windows\System32\KBDAZE.DLL,2016-03-05,[NEW],,,
KBDAZEL,C:\Windows\System32\KBDAZEL.DLL,2016-03-05,[NEW],,,
KBDBASH,C:\Windows\System32\KBDBASH.DLL,2016-03-05,[NEW],,,
KBDBE,C:\Windows\System32\KBDBE.DLL,2016-03-05,[NEW],,,
KBDBENE,C:\Windows\System32\KBDBENE.DLL,2016-03-05,[NEW],,,
KBDBGPH,C:\Windows\System32\KBDBGPH.DLL,2016-03-05,[NEW],,,
KBDBGPH1,C:\Windows\System32\KBDBGPH1.DLL,2016-03-05,[NEW],,,
KBDBHC,C:\Windows\System32\KBDBHC.DLL,2016-03-05,[NEW],,,
KBDBLR,C:\Windows\System32\KBDBLR.DLL,2016-03-05,[NEW],,,
KBDBR,C:\Windows\System32\KBDBR.DLL,2016-03-05,[NEW],,,
KBDBU,C:\Windows\System32\KBDBU.DLL,2016-03-05,[NEW],,,
KBDBULG,C:\Windows\System32\KBDBULG.DLL,2016-03-05,[NEW],,,
KBDCA,C:\Windows\System32\KBDCA.DLL,2016-03-05,[NEW],,,
KBDCAN,C:\Windows\System32\KBDCAN.DLL,2016-03-05,[NEW],,,
KBDCR,C:\Windows\System32\KBDCR.DLL,2016-03-05,[NEW],,,
KBDCZ,C:\Windows\System32\KBDCZ.DLL,2016-03-05,[NEW],,,
KBDCZ1,C:\Windows\System32\KBDCZ1.DLL,2016-03-05,[NEW],,,
KBDCZ2,C:\Windows\System32\KBDCZ2.DLL,2016-03-05,[NEW],,,
KBDDA,C:\Windows\System32\KBDDA.DLL,2016-03-05,[NEW],,,
KBDDIV1,C:\Windows\System32\KBDDIV1.DLL,2016-03-05,[NEW],,,
KBDDIV2,C:\Windows\System32\KBDDIV2.DLL,2016-03-05,[NEW],,,
KBDDV,C:\Windows\System32\KBDDV.DLL,2016-03-05,[NEW],,,
KBDES,C:\Windows\System32\KBDES.DLL,2016-03-05,[NEW],,,
KBDEST,C:\Windows\System32\KBDEST.DLL,2016-03-05,[NEW],,,
KBDFA,C:\Windows\System32\KBDFA.DLL,2016-03-05,[NEW],,,
KBDFC,C:\Windows\System32\KBDFC.DLL,2016-03-05,[NEW],,,
KBDFI,C:\Windows\System32\KBDFI.DLL,2016-03-05,[NEW],,,
KBDFI1,C:\Windows\System32\KBDFI1.DLL,2016-03-05,[NEW],,,
KBDFO,C:\Windows\System32\KBDFO.DLL,2016-03-05,[NEW],,,
KBDFR,C:\Windows\System32\KBDFR.DLL,2016-03-05,[NEW],,,
KBDGAE,C:\Windows\System32\KBDGAE.DLL,2016-03-05,[NEW],,,
KBDGEO,C:\Windows\System32\KBDGEO.DLL,2016-03-05,[NEW],,,
KBDGKL,C:\Windows\System32\KBDGKL.DLL,2016-03-05,[NEW],,,
KBDGR,C:\Windows\System32\KBDGR.DLL,2016-03-05,[NEW],,,
KBDGR1,C:\Windows\System32\KBDGR1.DLL,2016-03-05,[NEW],,,
KBDGRLND,C:\Windows\System32\KBDGRLND.DLL,2016-03-05,[NEW],,,
KBDHAU,C:\Windows\System32\KBDHAU.DLL,2016-03-05,[NEW],,,
KBDHE,C:\Windows\System32\KBDHE.DLL,2016-03-05,[NEW],,,
KBDHE220,C:\Windows\System32\KBDHE220.DLL,2016-03-05,[NEW],,,
KBDHE319,C:\Windows\System32\KBDHE319.DLL,2016-03-05,[NEW],,,
KBDHEB,C:\Windows\System32\KBDHEB.DLL,2016-03-05,[NEW],,,
KBDHELA2,C:\Windows\System32\KBDHELA2.DLL,2016-03-05,[NEW],,,
KBDHELA3,C:\Windows\System32\KBDHELA3.DLL,2016-03-05,[NEW],,,
KBDHEPT,C:\Windows\System32\KBDHEPT.DLL,2016-03-05,[NEW],,,
KBDHU,C:\Windows\System32\KBDHU.DLL,2016-03-05,[NEW],,,
KBDHU1,C:\Windows\System32\KBDHU1.DLL,2016-03-05,[NEW],,,
KBDIBO,C:\Windows\System32\KBDIBO.DLL,2016-03-05,[NEW],,,
KBDIC,C:\Windows\System32\KBDIC.DLL,2016-03-05,[NEW],,,
KBDINASA,C:\Windows\System32\KBDINASA.DLL,2016-03-05,[NEW],,,
KBDINBE1,C:\Windows\System32\KBDINBE1.DLL,2016-03-05,[NEW],,,
KBDINBE2,C:\Windows\System32\KBDINBE2.DLL,2016-03-05,[NEW],,,
KBDINBEN,C:\Windows\System32\KBDINBEN.DLL,2016-03-05,[NEW],,,
KBDINDEV,C:\Windows\System32\KBDINDEV.DLL,2016-03-05,[NEW],,,
KBDINGUJ,C:\Windows\System32\KBDINGUJ.DLL,2016-03-05,[NEW],,,
KBDINHIN,C:\Windows\System32\KBDINHIN.DLL,2016-03-05,[NEW],,,
KBDINKAN,C:\Windows\System32\KBDINKAN.DLL,2016-03-05,[NEW],,,
KBDINMAL,C:\Windows\System32\KBDINMAL.DLL,2016-03-05,[NEW],,,
KBDINMAR,C:\Windows\System32\KBDINMAR.DLL,2016-03-05,[NEW],,,
KBDINORI,C:\Windows\System32\KBDINORI.DLL,2016-03-05,[NEW],,,
KBDINPUN,C:\Windows\System32\KBDINPUN.DLL,2016-03-05,[NEW],,,
KBDINTAM,C:\Windows\System32\KBDINTAM.DLL,2016-03-05,[NEW],,,
KBDINTEL,C:\Windows\System32\KBDINTEL.DLL,2016-03-05,[NEW],,,
KBDINUK2,C:\Windows\System32\KBDINUK2.DLL,2016-03-05,[NEW],,,
KBDIR,C:\Windows\System32\KBDIR.DLL,2016-03-05,[NEW],,,
KBDIT,C:\Windows\System32\KBDIT.DLL,2016-03-05,[NEW],,,
KBDIT142,C:\Windows\System32\KBDIT142.DLL,2016-03-05,[NEW],,,
KBDIULAT,C:\Windows\System32\KBDIULAT.DLL,2016-03-05,[NEW],,,
KBDJPN,C:\Windows\System32\KBDJPN.DLL,2016-03-05,[NEW],,,
KBDKAZ,C:\Windows\System32\KBDKAZ.DLL,2016-03-05,[NEW],,,
KBDKHMR,C:\Windows\System32\KBDKHMR.DLL,2016-03-05,[NEW],,,
KBDKOR,C:\Windows\System32\KBDKOR.DLL,2016-03-05,[NEW],,,
KBDKYR,C:\Windows\System32\KBDKYR.DLL,2016-03-05,[NEW],,,
KBDLA,C:\Windows\System32\KBDLA.DLL,2016-03-05,[NEW],,,
KBDLAO,C:\Windows\System32\KBDLAO.DLL,2016-03-05,[NEW],,,
KBDLT,C:\Windows\System32\KBDLT.DLL,2016-03-05,[NEW],,,
KBDLT1,C:\Windows\System32\KBDLT1.DLL,2016-03-05,[NEW],,,
KBDLT2,C:\Windows\System32\KBDLT2.DLL,2016-03-05,[NEW],,,
KBDLV,C:\Windows\System32\KBDLV.DLL,2016-03-05,[NEW],,,
KBDLV1,C:\Windows\System32\KBDLV1.DLL,2016-03-05,[NEW],,,
KBDMAC,C:\Windows\System32\KBDMAC.DLL,2016-03-05,[NEW],,,
KBDMACST,C:\Windows\System32\KBDMACST.DLL,2016-03-05,[NEW],,,
KBDMAORI,C:\Windows\System32\KBDMAORI.DLL,2016-03-05,[NEW],,,
KBDMLT47,C:\Windows\System32\KBDMLT47.DLL,2016-03-05,[NEW],,,
KBDMLT48,C:\Windows\System32\KBDMLT48.DLL,2016-03-05,[NEW],,,
KBDMON,C:\Windows\System32\KBDMON.DLL,2016-03-05,[NEW],,,
KBDMONMO,C:\Windows\System32\KBDMONMO.DLL,2016-03-05,[NEW],,,
KBDNE,C:\Windows\System32\KBDNE.DLL,2016-03-05,[NEW],,,
KBDNEPR,C:\Windows\System32\KBDNEPR.DLL,2016-03-05,[NEW],,,
KBDNO,C:\Windows\System32\KBDNO.DLL,2016-03-05,[NEW],,,
KBDNO1,C:\Windows\System32\KBDNO1.DLL,2016-03-05,[NEW],,,
KBDNSO,C:\Windows\System32\KBDNSO.DLL,2016-03-05,[NEW],,,
KBDPASH,C:\Windows\System32\KBDPASH.DLL,2016-03-05,[NEW],,,
KBDPL,C:\Windows\System32\KBDPL.DLL,2016-03-05,[NEW],,,
KBDPL1,C:\Windows\System32\KBDPL1.DLL,2016-03-05,[NEW],,,
KBDPO,C:\Windows\System32\KBDPO.DLL,2016-03-05,[NEW],,,
KBDRO,C:\Windows\System32\KBDRO.DLL,2016-03-05,[NEW],,,
KBDROPR,C:\Windows\System32\KBDROPR.DLL,2016-03-05,[NEW],,,
KBDROST,C:\Windows\System32\KBDROST.DLL,2016-03-05,[NEW],,,
KBDRU,C:\Windows\System32\KBDRU.DLL,2016-03-05,[NEW],,,
KBDRU1,C:\Windows\System32\KBDRU1.DLL,2016-03-05,[NEW],,,
KBDSF,C:\Windows\System32\KBDSF.DLL,2016-03-05,[NEW],,,
KBDSG,C:\Windows\System32\KBDSG.DLL,2016-03-05,[NEW],,,
KBDSL,C:\Windows\System32\KBDSL.DLL,2016-03-05,[NEW],,,
KBDSL1,C:\Windows\System32\KBDSL1.DLL,2016-03-05,[NEW],,,
KBDSMSFI,C:\Windows\System32\KBDSMSFI.DLL,2016-03-05,[NEW],,,
KBDSMSNO,C:\Windows\System32\KBDSMSNO.DLL,2016-03-05,[NEW],,,
KBDSN1,C:\Windows\System32\KBDSN1.DLL,2016-03-05,[NEW],,,
KBDSOREX,C:\Windows\System32\KBDSOREX.DLL,2016-03-05,[NEW],,,
KBDSORS1,C:\Windows\System32\KBDSORS1.DLL,2016-03-05,[NEW],,,
KBDSORST,C:\Windows\System32\KBDSORST.DLL,2016-03-05,[NEW],,,
KBDSP,C:\Windows\System32\KBDSP.DLL,2016-03-05,[NEW],,,
KBDSW,C:\Windows\System32\KBDSW.DLL,2016-03-05,[NEW],,,
KBDSW09,C:\Windows\System32\KBDSW09.DLL,2016-03-05,[NEW],,,
KBDSYR1,C:\Windows\System32\KBDSYR1.DLL,2016-03-05,[NEW],,,
KBDSYR2,C:\Windows\System32\KBDSYR2.DLL,2016-03-05,[NEW],,,
KBDTAJIK,C:\Windows\System32\KBDTAJIK.DLL,2016-03-05,[NEW],,,
KBDTAT,C:\Windows\System32\KBDTAT.DLL,2016-03-05,[NEW],,,
KBDTH0,C:\Windows\System32\KBDTH0.DLL,2016-03-05,[NEW],,,
KBDTH1,C:\Windows\System32\KBDTH1.DLL,2016-03-05,[NEW],,,
KBDTH2,C:\Windows\System32\KBDTH2.DLL,2016-03-05,[NEW],,,
KBDTH3,C:\Windows\System32\KBDTH3.DLL,2016-03-05,[NEW],,,
KBDTIPRC,C:\Windows\System32\KBDTIPRC.DLL,2016-03-05,[NEW],,,
KBDTUF,C:\Windows\System32\KBDTUF.DLL,2016-03-05,[NEW],,,
KBDTUQ,C:\Windows\System32\KBDTUQ.DLL,2016-03-05,[NEW],,,
KBDTURME,C:\Windows\System32\KBDTURME.DLL,2016-03-05,[NEW],,,
KBDUGHR,C:\Windows\System32\KBDUGHR.DLL,2016-03-05,[NEW],,,
KBDUGHR1,C:\Windows\System32\KBDUGHR1.DLL,2016-03-05,[NEW],,,
KBDUK,C:\Windows\System32\KBDUK.DLL,2016-03-05,[NEW],,,
KBDUKX,C:\Windows\System32\KBDUKX.DLL,2016-03-05,[NEW],,,
KBDUR,C:\Windows\System32\KBDUR.DLL,2016-03-05,[NEW],,,
KBDUR1,C:\Windows\System32\KBDUR1.DLL,2016-03-05,[NEW],,,
KBDURDU,C:\Windows\System32\KBDURDU.DLL,2016-03-05,[NEW],,,
KBDUS,C:\Windows\System32\KBDUS.DLL,2016-03-05,[NEW],,,
KBDUSA,C:\Windows\System32\KBDUSA.DLL,2016-03-05,[NEW],,,
KBDUSL,C:\Windows\System32\KBDUSL.DLL,2016-03-05,[NEW],,,
KBDUSR,C:\Windows\System32\KBDUSR.DLL,2016-03-05,[NEW],,,
KBDUSX,C:\Windows\System32\KBDUSX.DLL,2016-03-05,[NEW],,,
KBDUZB,C:\Windows\System32\KBDUZB.DLL,2016-03-05,[NEW],,,
KBDVNTC,C:\Windows\System32\KBDVNTC.DLL,2016-03-05,[NEW],,,
KBDWOL,C:\Windows\System32\KBDWOL.DLL,2016-03-05,[NEW],,,
KBDYAK,C:\Windows\System32\KBDYAK.DLL,2016-03-05,[NEW],,,
KBDYBA,C:\Windows\System32\KBDYBA.DLL,2016-03-05,[NEW],,,
KBDYCC,C:\Windows\System32\KBDYCC.DLL,2016-03-05,[NEW],,,
KBDYCL,C:\Windows\System32\KBDYCL.DLL,2016-03-05,[NEW],,,
KEY01,C:\Windows\System32\KEY01.SYS,2016-03-05,[NEW],,,
keyboard,C:\Windows\System32\keyboard.drv,2016-03-05,[NEW],,,
KEYBOARD,C:\Windows\System32\KEYBOARD.SYS,2016-03-05,[NEW],,,
klist,C:\Windows\System32\klist.exe,2016-03-05,[NEW],,,
kmddsp,C:\Windows\System32\kmddsp.tsp,2016-03-05,[NEW],,,
KMSVC,C:\Windows\System32\KMSVC.DLL,2016-03-05,[NEW],,,
ko-KR,C:\Windows\System32\ko-KR,2016-03-05,[NEW],,,
korean,C:\Windows\System32\korean.uce,2016-03-05,[NEW],,,
korwbrkr,C:\Windows\System32\korwbrkr.lex,2016-03-05,[NEW],,,
krnl386,C:\Windows\System32\krnl386.exe,2016-03-05,[NEW],,,
ksetup,C:\Windows\System32\ksetup.exe,2016-03-05,[NEW],,,
ksproxy,C:\Windows\System32\ksproxy.ax,2016-03-05,[NEW],,,
kstvtune,C:\Windows\System32\kstvtune.ax,2016-03-05,[NEW],,,
Kswdmcap,C:\Windows\System32\Kswdmcap.ax,2016-03-05,[NEW],,,
ksxbar,C:\Windows\System32\ksxbar.ax,2016-03-05,[NEW],,,
ktmutil,C:\Windows\System32\ktmutil.exe,2016-03-05,[NEW],,,
l3codeca,C:\Windows\System32\l3codeca.acm,2016-03-05,[NEW],,,
l3codecp,C:\Windows\System32\l3codecp.acm,2016-03-05,[NEW],,,
label,C:\Windows\System32\label.exe,2016-03-05,[NEW],,,
lanman,C:\Windows\System32\lanman.drv,2016-03-05,[NEW],,,
LAPRXY,C:\Windows\System32\LAPRXY.DLL,2016-03-05,[NEW],,,
lcphrase,C:\Windows\System32\lcphrase.tbl,2016-03-05,[NEW],,,
lcptr,C:\Windows\System32\lcptr.tbl,2016-03-05,[NEW],,,
license,C:\Windows\System32\license.rtf,2016-03-05,[NEW],,,
LOADFIX,C:\Windows\System32\LOADFIX.COM,2016-03-05,[NEW],,,
locale,C:\Windows\System32\locale.nls,2016-03-05,[NEW],,,
LocalGroupAdminAdd,C:\Windows\System32\LocalGroupAdminAdd.log,2016-03-05,[NEW],,,
Local_LLU,C:\Windows\System32\Local_LLU.log,2016-03-05,[NEW],,,
